node_id,attr,value
450,label,President of Pakistan
451,label,Athens
452,label,Munich
453,label,Hungary
454,label,Slavery in the United States
455,label,Sunderland
456,label,Shrewsbury
457,label,"Orlando, Florida"
458,label,Utah
459,label,Mexico
460,label,San Diego
461,label,Harwich
462,label,Sketch comedy
463,label,Newcastle upon Tyne
464,label,"Salinas, California"
465,label,Patrick Leonard
466,label,Richard Jefferies
467,label,Dublin
468,label,Republic of Ireland
469,label,Kingdom of Iraq
470,label,Arabic language
471,label,Gabriel Clarke
472,label,Buddhism
473,label,Gujarat
474,label,Lyon
475,label,Assam
476,label,Wiltshire
477,label,"Norfolk, Virginia"
478,label,New Mexico
479,label,Wyoming
480,label,"Colorado Springs, Colorado"
481,label,Ottoman Empire
482,label,Mandarin Chinese
483,label,Colchester
484,label,Cesar Romero
485,label,Cologne
486,label,East Timor
487,label,Romania
488,label,Dominion of Pakistan
489,label,"Dallas, Texas"
490,label,Venice
491,label,Southwark
492,label,Bedford
493,label,Grantham
494,label,"Inglewood, California"
495,label,Bedfordshire
496,label,"Newark, New Jersey"
497,label,Aviation
498,label,Simon Bradstreet
499,label,"Vicksburg, Mississippi"
500,label,Cuba
501,label,United Arab Emirates
502,label,"Bayonne, New Jersey"
503,label,"Perth, Scotland"
504,label,Walthamstow
505,label,"Pacific Grove, California"
506,label,Poetry
507,label,"Falmouth, Cornwall"
508,label,"Weymouth, Dorset"
509,label,Kingdom of Ireland
510,label,"North Hollywood, Los Angeles"
511,label,Modernism
512,label,Ronald D. Moore
513,label,Crime novel
514,label,Portuguese language
515,label,"Escondido, California"
516,label,Thornton M. Niven
517,label,Costa Rica
518,label,"Modesto, California"
519,label,Henry Sewell
520,label,Historical drama
521,label,"Ashland, Oregon"
522,label,South African Republic
523,label,Guatemala
524,label,St Andrews
525,label,East Lothian
526,label,Random House
527,label,"Wimbledon, London"
528,label,Oswestry
529,label,Dumbarton
530,label,"Hayward, California"
531,label,Wrexham
532,label,Western (genre)
533,label,"South Orange, New Jersey"
534,label,Salzburg
535,label,Western Australia
536,label,"Helena, Montana"
537,label,18 to Life
538,label,Ned Bouhalassa
539,label,"Kansas City, Missouri"
540,label,Action (fiction)
541,label,"Melbourne, Florida"
542,label,Tasmania
543,label,Govan
544,label,Cork (city)
545,label,Paris
546,label,"Garden City, New York"
547,label,Sunningdale
548,label,"Richmond, London"
549,label,"Sandwich, Kent"
550,label,Nottinghamshire
551,label,Great Britain
552,label,Fulham
553,label,"Deal, Kent"
554,label,"Elmont, New York"
555,label,Liberal Party (UK)
556,label,Historical fiction
557,label,"Santa Monica, California"
558,label,"Bronxville, New York"
559,label,Krysty Wilson-Cairns
560,label,Tokyo
561,label,Kingdom of Yugoslavia
562,label,Bradford
563,label,"Toledo, Ohio"
564,label,Radio
565,label,Keith Herber
566,label,Burma
567,label,H. H. Asquith
568,label,Tottenham
569,label,State of Syria (1925–1930)
570,label,Cyprus
571,label,Valencia
572,label,"East Meadow, New York"
573,label,"Bangor, Gwynedd"
574,label,Middlesex
575,label,"Flushing, Queens"
576,label,"Angus, Scotland"
577,label,Carnoustie
578,label,Fife
579,label,"Augusta, Georgia"
580,label,Morocco
581,label,Bern
582,label,Bolivia
583,label,Genoa
584,label,Weybridge
585,label,Leicestershire
586,label,Swedish language
587,label,Algiers
588,label,Belarus
589,label,"Hershey, Pennsylvania"
590,label,"Boulder, Colorado"
591,label,Blackburn
592,label,"South Bend, Indiana"
593,label,Stuttgart
594,label,West Sussex
595,label,Arabic
596,label,Northamptonshire
597,label,UK
598,label,Retford
599,label,Barbados
600,label,County Antrim
601,label,Essex
602,label,Ayrshire
603,label,Berwickshire
604,label,Paraguay
605,label,Merseyside
606,label,Cornwall
607,label,"Wilmette, Illinois"
608,label,Beirut
609,label,"Annapolis, Maryland"
610,label,"Weehawken, New Jersey"
611,label,South Vietnam
612,label,Monaco
613,label,"Sebring, Florida"
614,label,"Manchester, New Hampshire"
615,label,Burnley
616,label,Madagascar
617,label,"Riverside, California"
618,label,Kent
619,label,Cape Town
620,label,Alan Moore
621,label,Porto Alegre
622,label,Latin America
623,label,Gabon
624,label,"Chula Vista, California"
625,label,Niger
626,label,Rwanda
627,label,Jamaica
628,label,"Kingston, Jamaica"
629,label,Nigeria
630,label,British English
631,label,Thetford
632,label,Bournemouth
633,label,Guyana
634,label,"Las Cruces, New Mexico"
635,label,"Berkeley, California"
636,label,Chiang Mai
637,label,Buckinghamshire
638,label,Myanmar
639,label,"Pensacola, Florida"
640,label,Tanzania
641,label,Dominion of Ceylon
642,label,"St. Petersburg, Florida"
643,label,"Winchester, Massachusetts"
644,label,Khmer Republic
645,label,Miami Dade College
646,label,"Salisbury, Maryland"
647,label,Cumbria
648,label,Eastbourne
649,label,Lancashire
650,label,"Fairfax, Virginia"
651,label,County Tipperary
652,label,"Rancho Mirage, California"
653,label,Grenada
654,label,Aix-en-Provence
655,label,"Ponte Vedra Beach, Florida"
656,label,Accra
657,label,County Armagh
658,label,Luxembourg
659,label,Democratic Republic of Afghanistan
660,label,"Fairfield, Connecticut"
661,label,Europe
662,label,Dundee
663,label,"Santa Clara, California"
664,label,Alasdair Gray
665,label,Andalusia
666,label,Mauritius
667,label,"Bakersfield, California"
668,label,"Palm Beach, Florida"
669,label,"Fresno, California"
670,label,"Broken Arrow, Oklahoma"
671,label,Duncan Macmillan (playwright)
672,label,Kingston upon Hull
673,label,Scottish people
674,label,Hampshire
675,label,"Lincoln, England"
676,label,Anthony Burgess
677,label,Hutchinson (publisher)
678,label,"Largo, Florida"
679,label,"Delray Beach, Florida"
680,label,"Amherst, Massachusetts"
681,label,"Fort Myers, Florida"
682,label,Norwich
683,label,"Rye Brook, New York"
684,label,"Edison, New Jersey"
685,label,"Boca Raton, Florida"
686,label,Crewe
687,label,Porthcawl
688,label,Michael Manley
689,label,"Gainesville, Florida"
690,label,Wilfred Greatorex
691,label,Derby
692,label,Maharashtra
693,label,Birkenhead
694,label,Portsmouth
695,label,Malawi
696,label,"Paisley, Renfrewshire"
697,label,Sierra Leone
698,label,County Tyrone
699,label,European Union
700,label,Scunthorpe
701,label,"Bath, Somerset"
702,label,Madras
703,label,Long Island
704,label,Madeira
705,label,"Miami-Dade County, Florida"
706,label,"Tallahassee, Florida"
707,label,Bertie Ahern
708,label,Antananarivo
709,label,Pago Pago
710,label,"Clones, County Monaghan"
711,label,Singaporeans
712,label,Gareth Powell
713,label,"Airdrie, North Lanarkshire"
714,label,"Raleigh, North Carolina"
715,label,Gregg Godfrey
716,label,Pretoria
717,label,Naomi Shihab Nye
718,label,Military Cross
719,label,"Mobile, Alabama"
720,label,Warrington
721,label,Japanese people
722,label,Video game
723,label,Family
724,label,Paris Hilton
725,label,Postmodernism
726,label,Dunfermline
727,label,Oban
728,label,Argyll
729,label,"Fayetteville, Arkansas"
730,label,Penang
731,label,Ayr
732,label,"Irvine, North Ayrshire"
733,label,"Banff, Aberdeenshire"
734,label,Thurso
735,label,Distinguished Conduct Medal
736,label,Hastings
737,label,Kingdom of Denmark
738,label,Plymouth
739,label,Torquay
740,label,Stockton-on-Tees
741,label,Hartlepool
742,label,"Scarborough, North Yorkshire"
743,label,Rhyl
744,label,Swansea
745,label,Cheltenham
746,label,Kingdom of Prussia
747,label,"London, Ontario"
748,label,Albania
749,label,Gravesend
750,label,Linlithgow
751,label,Bethnal Green
752,label,Leith
753,label,"Newport, Wales"
754,label,Mao Zedong
755,label,Great Yarmouth
756,label,Order of St Michael and St George
757,label,Order of the British Empire
758,label,Guisborough
759,label,Middlesbrough
760,label,Greenock
761,label,"Lancaster, Lancashire"
762,label,Weston-super-Mare
763,label,Salisbury
764,label,Lowestoft
765,label,Camberwell
766,label,Southsea
767,label,Swindon
768,label,"Worcester, England"
769,label,Women's Murder Club (TV series)
770,label,Publisher
771,label,Hawick
772,label,Catholic Church
773,label,Art history
774,label,Suffolk
775,label,"Corvallis, Oregon"
776,label,"Libertyville, Illinois"
777,label,Ornithology
778,label,Arthur C. Clarke
779,label,Popular culture
780,label,Jerusalem
781,label,"Daytona Beach, Florida"
782,label,"Anchorage, Alaska"
783,label,Staffordshire
784,label,Palestinian territories
785,label,"College Station, Texas"
786,label,"Sarasota, Florida"
787,label,"Hutchinson, Kansas"
788,label,"Victoria, Australia"
789,label,"Ogden, Utah"
790,label,Cameroon
791,label,Guildford
792,label,Invercargill
793,label,"Santa Ynez, California"
794,label,Crawley
795,label,University of Texas
796,label,Lawyer
797,label,"Eastwood, Nottinghamshire"
798,label,Brasília
799,label,"Longboat Key, Florida"
800,label,Gaza City
801,label,"Calabasas, California"
802,label,Cambridgeshire
803,label,Conwy
804,label,Censorship
805,label,Tarō Asō
806,label,Khyber Pakhtunkhwa
807,label,Lincolnshire
808,label,Coventry
809,label,"Norman, Oklahoma"
810,label,"Monroe, Louisiana"
811,label,Rochdale
812,label,Courtney Love
813,label,Hebrew language
814,label,Mashhad
815,label,"West Chester, Pennsylvania"
816,label,Tallahassee
817,label,"Ojai, California"
818,label,Llanelli
819,label,"Lake Charles, Louisiana"
820,label,"Jackson, Mississippi"
821,label,Canadians
822,label,Barnstaple
823,label,Quanzhou
824,label,Ningbo
825,label,Guadeloupe
826,label,Recife
827,label,"Shreveport, Louisiana"
828,label,"Stockton, California"
829,label,Florida Atlantic University
830,label,Blackpool
831,label,Stoke Poges
832,label,"Naples, Florida"
833,label,Civil liberties
834,label,Dagenham
835,label,Podgorica
836,label,"Windsor, Ontario"
837,label,"Stockholm, Sweden"
838,label,"Anaheim, California"
839,label,King's Lynn
840,label,Rotherham
841,label,"Beaumont, Texas"
842,label,"Somerville, Massachusetts"
843,label,Eritrea
844,label,Doncaster
845,label,"Hialeah, Florida"
846,label,Isle of Wight
847,label,Tangier
848,label,"Napa, California"
849,label,Vanuatu
850,label,"Irvine, California"
851,label,"Visalia, California"
852,label,"Bethlehem, Pennsylvania"
853,label,"Temecula, California"
854,label,"Lewiston, Maine"
855,label,"London, England"
856,label,Halesowen
857,label,Milton Keynes
858,label,"Killeen, Texas"
859,label,"Reno, Nevada"
860,label,South Sudan
861,label,"Brownsville, Texas"
862,label,Ilkley
863,label,"Fairfield, California"
864,label,Battersea
865,label,County Dublin
866,label,David Irving
867,label,"Lancaster, Pennsylvania"
868,label,"Mission Viejo, California"
869,label,Politics
870,label,Mythology
871,label,Solihull
872,label,Chris Hoy
873,label,"Templeton, California"
874,label,City of London
875,label,Widnes
876,label,Wembley
877,label,Human rights
878,label,Brechin
879,label,"Glasgow, Scotland"
880,label,Watford
881,label,"Santa Barbara, California"
882,label,"Chandler, Arizona"
883,label,"Cheyenne, Wyoming"
884,label,Romford
885,label,"2019, After the Fall of New York"
886,label,Indian people
887,label,Ross-shire
888,label,Ballarat
889,label,Filmfare
890,label,"Salina, Kansas"
891,label,"Pembroke Pines, Florida"
892,label,Walsall
893,label,"Chesterfield, Derbyshire"
894,label,County Down
895,label,"Rome, Georgia"
896,label,Gloucestershire
897,label,"Henderson, Nevada"
898,label,Tallaght
899,label,"Rancho Santa Fe, California"
900,label,"Lakeland, Florida"
901,label,"Billings, Montana"
902,label,Central America
903,label,Africa
904,label,North America
905,label,"Arcadia, California"
906,label,"Redwood City, California"
907,label,Association football
908,label,"Saint Paul, Minnesota"
909,label,"Toronto, Ontario"
910,label,"Salvador, Bahia"
911,label,Michael Green (writer)
912,label,"Blyth, Northumberland"
913,label,Northumberland
914,label,South Shields
915,label,RLJE Films
916,label,Heinemann (publisher)
917,label,Spider Bones
918,label,"Russellville, Arkansas"
919,label,Futures studies
920,label,Simon & Schuster
921,label,Social science fiction
922,label,Memoir
923,label,Travel literature
924,label,Composer
925,label,20th Century Vampire
926,label,Joe Turner (writer)
927,label,Truro
928,label,Allan Loeb
929,label,Peter Steinfeld
930,label,21 Days
931,label,Alexander Korda
932,label,Graham Greene
933,label,"Lewiston, Idaho"
934,label,Edgbaston
935,label,Dudley
936,label,Sleaford
937,label,Oxfordshire
938,label,"Fredericksburg, Virginia"
939,label,Punjabi language
940,label,Publishing
941,label,"Hammond, Louisiana"
942,label,Horror novel
943,label,Nigel Balchin
944,label,"Woodbridge, Suffolk"
945,label,West Midlands (county)
946,label,Welwyn Garden City
947,label,24: Legacy
948,label,Manny Coto
949,label,Howard Gordon
950,label,24 (TV series)
951,label,24: Live Another Day
952,label,David Fury
953,label,Spy fiction
954,label,Alex Gansa
955,label,Tampa
956,label,24 Hours (TV programme)
957,label,Kenneth Allsop
958,label,Canadian French
959,label,Danish language
960,label,Cambridge
961,label,"Seaford, East Sussex"
962,label,Natasha Wimmer
963,label,"26 Monkeys, Also the Abyss"
964,label,Alex Garland
965,label,Rowan Joffé
966,label,"Brentwood, Essex"
967,label,Wakefield
968,label,Sydney Box
969,label,"Barking, London"
970,label,Worcestershire
971,label,Sport
972,label,Physics
973,label,Australian English
974,label,"Camarillo, California"
975,label,Songwriter
976,label,Ruthin
977,label,2 B R 0 2 B
978,label,Beaconsfield
979,label,Novel
980,label,Textbook
981,label,Hampstead
982,label,"Washington Heights, Manhattan"
983,label,Lichfield
984,label,Peterborough
985,label,St Leonards-on-Sea
986,label,Lewisham
987,label,Macclesfield
988,label,Elizabeth I
989,label,Worthing
990,label,Ryde
991,label,Columbia University
992,label,Highgate
993,label,London Borough of Camden
994,label,3-South
995,label,Fantasy fiction
996,label,"Chicopee, Massachusetts"
997,label,Danny Huston
998,label,Farce
999,label,Tragicomedy
1000,label,Kingston upon Thames
1001,label,"Grand Forks, North Dakota"
1002,label,"Providence, Rhode Island"
1003,label,J. B. Priestley
1004,label,Hammersmith
1005,label,Falkirk
1006,label,Perth and Kinross
1007,label,Runcorn
1008,label,Kiev
1009,label,"Greenbrae, California"
1010,label,Marylebone
1011,label,"Magna, Utah"
1012,label,Sutton Coldfield
1013,label,Fareham
1014,label,"Miami Beach, Florida"
1015,label,Peter Morgan
1016,label,Blanka Lipińska
1017,label,Edgware
1018,label,Hendon
1019,label,Ginger and Fred
1020,label,Winchester
1021,label,"Edmonton, London"
1022,label,"Dorchester, Dorset"
1023,label,Science fantasy
1024,label,Chinese language
1025,label,Superhero
1026,label,Electronics
1027,label,University of Minnesota
1028,label,Malcolm Stuart Boylan
1029,label,Abingdon-on-Thames
1030,label,3 Sisters on Hope Street
1031,label,Diane Samuels
1032,label,Sally Beauman
1033,label,Paddington
1034,label,"St Pancras, London"
1035,label,Bury St Edmunds
1036,label,St John's Wood
1037,label,Mystery novel
1038,label,Vilkaviškis
1039,label,London Borough of Lambeth
1040,label,Westminster
1041,label,English Channel
1042,label,Sarah Kane
1043,label,Agatha Christie
1044,label,Crime fiction
1045,label,Somerset
1046,label,Taunton
1047,label,University of Edinburgh
1048,label,Marion Hargrove
1049,label,"New Windsor, New York"
1050,label,Will Ferguson
1051,label,Krugersdorp
1052,label,Chess
1053,label,"New Brunswick, New Jersey"
1054,label,"Hell's Kitchen, Manhattan"
1055,label,Laurence Olivier Award
1056,label,Bridgwater
1057,label,"Newport, Isle of Wight"
1058,label,Sheerness
1059,label,Harvard University
1060,label,Gujarati language
1061,label,48 Shades of Brown
1062,label,Nick Earls
1063,label,Young adult novel
1064,label,Northampton
1065,label,Belgravia
1066,label,Silicon Valley
1067,label,Mayfair
1068,label,Doc Brown (rapper)
1069,label,Paul Rose (writer)
1070,label,"Studio City, Los Angeles"
1071,label,Catford
1072,label,Hoxton
1073,label,Croydon
1074,label,Erith
1075,label,Sidcup
1076,label,Gilan Province
1077,label,Anthony Wayne
1078,label,"Los Angeles County, California"
1079,label,Christianity
1080,label,Anjelica Huston
1081,label,Southern California
1082,label,"Richmond, North Yorkshire"
1083,label,Darlington
1084,label,"Peterborough, Ontario"
1085,label,"Penrith, Cumbria"
1086,label,Stirling
1087,label,Shetland
1088,label,Putney
1089,label,Bille August
1090,label,Tunbridge Wells
1091,label,Dulwich
1092,label,Southall
1093,label,West Ham
1094,label,Spitalfields
1095,label,Ulverston
1096,label,Boston University
1097,label,Clapham
1098,label,Chess variant
1099,label,"Hawthorne, California"
1100,label,Denise Fleming
1101,label,Kingdom of Portugal
1102,label,Dumfries
1103,label,Romanian language
1104,label,Lee Child
1105,label,Thriller fiction
1106,label,Jack Reacher
1107,label,Woolwich
1108,label,Devizes
1109,label,James Clavell
1110,label,West Yorkshire
1111,label,East Anglia
1112,label,North Shields
1113,label,"Needles, California"
1114,label,Chelmsford
1115,label,Stalybridge
1116,label,Brixton
1117,label,Dalbeattie
1118,label,Essay
1119,label,Archie Bunker's Place
1120,label,Good Times
1121,label,The Jeffersons
1122,label,"Barnes, London"
1123,label,Romanians
1124,label,Bexleyheath
1125,label,Failsworth
1126,label,Rusholme
1127,label,Heston
1128,label,Twickenham
1129,label,West Bromwich
1130,label,"Bangor, County Down"
1131,label,Hove
1132,label,"East New York, Brooklyn"
1133,label,Ford Foundation
1134,label,Chipping Barnet
1135,label,Walton-on-Thames
1136,label,"Racine, Wisconsin"
1137,label,Urdu
1138,label,Pakistani
1139,label,Ilford
1140,label,B. P. Schulberg
1141,label,Mac Barnett
1142,label,Charles Gidley Wheeler
1143,label,Willesden
1144,label,"Westminster, Maryland"
1145,label,Finsbury
1146,label,Ramsgate
1147,label,Kazumasa Hirai (author)
1148,label,Holland Park
1149,label,"Ventura, California"
1150,label,"Beverly Hills, California"
1151,label,Harrogate
1152,label,Journalism
1153,label,"Hackney, London"
1154,label,Horror (fiction)
1155,label,"Burlington, Vermont"
1156,label,"University of California, Los Angeles"
1157,label,9tail Fox
1158,label,Jon Courtenay Grimwood
1159,label,Speculative fiction
1160,label,"John Dickson-Poynder, 1st Baron Islington"
1161,label,Role-playing game
1162,label,Broadcasting
1163,label,Human sexuality
1164,label,Columbia University Graduate School of Journalism
1165,label,Harvard College
1166,label,"Long Branch, New Jersey"
1167,label,Worksop
1168,label,Scottish Gaelic
1169,label,English (language)
1170,label,A.B.C. Whipple
1171,label,Historian
1172,label,Basingstoke
1173,label,Aberdare
1174,label,"Newbury, Berkshire"
1175,label,Portchester
1176,label,Porth
1177,label,St Austell
1178,label,Eastleigh
1179,label,"Sudbury, Suffolk"
1180,label,Uckfield
1181,label,Americans
